,POSITIVE,NEGATIVE,ANGER,ANTICIPATION,DISGUST,FEAR,JOY,SADNESS,SURPRISE,TRUST,,,,,,,,,,,,,,,,,,,
beat,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
beating,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
beautification,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
beautiful,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
beautify,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
beauty,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
befriend,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
beg,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
beggar,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
begun,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
behemoth,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
believe,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
believer,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
believing,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
belittle,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,disgust|sadness,,disgust,sadness,,,
belligerent,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
bellow,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
belt,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
benefactor,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
benevolence,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
benign,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
bequest,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
bereave,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
bereaved,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
bereavement,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
berserk,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
bestial,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,disgust|fear,,disgust,fear,,,
betray,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,disgust|sadness,,disgust,sadness,,,
betrayal,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
betroth,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
betrothed,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
beware,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,anticipation|fear,,anticipation,fear,,,
bewilder,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,fear|surprise,,fear,surprise,,,
bewildered,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,fear|surprise,,fear,surprise,,,
bewilderment,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,fear|surprise,,fear,surprise,,,
bias,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
bicker,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
bickering,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
bigot,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
bigoted,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
birth,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
birthday,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
bitch,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
bitterly,0,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,anger|disgust|sadness,,anger,disgust,sadness,,
bitterness,0,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,anger|disgust|sadness,,anger,disgust,sadness,,
bizarre,0,1,0,0,1,0,0,0,1,0,,,,,,,,,,,,,disgust|surprise,,disgust,surprise,,,
blackmail,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
blame,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
blasphemous,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
blasphemy,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
blast,0,1,1,0,0,1,0,0,1,0,,,,,,,,,,,,,anger|fear|surprise,,anger,fear,surprise,,
blatant,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
blaze,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
bleak,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
bleed,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
bleeding,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
blemish,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
bless,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
blessed,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
blessing,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
blight,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,disgust|sadness,,disgust,sadness,,,
blighted,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,disgust|sadness,,disgust,sadness,,,
blindly,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
blindness,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
bliss,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
blissful,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
blister,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
blitz,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,anger|surprise,,anger,surprise,,,
bloat,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
blob,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
blockade,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
bloodshed,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness|surprise,,anger,disgust,fear,sadness,surprise
bloodthirsty,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
bloody,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
bloom,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
blossom,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
blues,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
blunder,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,disgust|sadness,,disgust,sadness,,,
board,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
bogus,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
boil,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
boisterous,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
bomb,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
bombard,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
bombardment,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
bomber,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
bonanza,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
bondage,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
bonus,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
boomerang,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
boredom,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
bother,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,anger|sadness,,anger,sadness,,,
bottom,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
bountiful,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
bounty,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
bouquet,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
boxing,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
brawl,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
brazen,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
break,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,anger|sadness,,anger,sadness,,,
breakup,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
bribery,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
bridal,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
bride,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
bridegroom,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
bridesmaid,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
brigade,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
brighten,1,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,joy|surprise|trust,,joy,surprise,trust,,
brilliant,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
broadside,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
broke,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
broken,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
brothel,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
brotherhood,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
brotherly,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
bruise,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,anger|sadness,,anger,sadness,,,
brunt,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
brutal,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
brutality,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
brute,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
buck,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
buddy,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
buffet,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
bug,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
bugaboo,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
bully,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
bum,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,disgust|sadness,,disgust,sadness,,,
bummer,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
burdensome,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
burglar,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,disgust|fear,,disgust,fear,,,
burial,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
buried,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
burke,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
burlesque,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
burnt,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
bury,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
buss,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
bust,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
busted,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
bye,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
cabal,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
cacophony,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
cad,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
cadaver,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
cage,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
calamity,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
callous,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
candid,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
cane,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
canker,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
cannibal,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,disgust|fear,,disgust,fear,,,
cannibalism,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
cannon,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
captivate,1,0,0,1,0,0,1,0,1,1,,,,,,,,,,,,,anticipation|joy|surprise|trust,,anticipation,joy,surprise,trust,
captive,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
captivity,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
captor,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
carcass,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
career,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
carelessness,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
carnage,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
carnivorous,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
carol,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
case,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
cashier,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,disgust|sadness,,disgust,sadness,,,
casket,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
casualty,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
catastrophe,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
catch,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
caution,0,1,1,1,0,1,0,0,0,0,,,,,,,,,,,,,anger|anticipation|fear,,anger,anticipation,fear,,
cautionary,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
cautious,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,anticipation|fear,,anticipation,fear,,,
cautiously,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,anticipation|fear,,anticipation,fear,,,
celebrated,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
celebration,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
celebrity,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
celecbrate,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
celestial,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
cement,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,anticipation|trust,,anticipation,trust,,,
cemetery,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
ceremony,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
certify,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
chaff,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
chagrin,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,disgust|sadness,,disgust,sadness,,,
chairman,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
challenge,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
champion,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
chance,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
chaos,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
chaotic,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
chargeable,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
charm,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
charmed,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
chastity,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,anticipation|trust,,anticipation,trust,,,
cheat,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
cheer,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
cheerful,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
cheerfulness,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
cheering,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
cheery,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
cherish,1,0,0,1,0,0,1,0,1,1,,,,,,,,,,,,,anticipation|joy|surprise|trust,,anticipation,joy,surprise,trust,
chicane,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
chicken,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
chimera,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,fear|surprise,,fear,surprise,,,
choir,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
choke,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,anger|sadness,,anger,sadness,,,
chronic,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
chuckle,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
clamor,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
clap,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
clash,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
clashing,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
claw,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
climax,1,0,0,1,0,0,1,0,1,1,,,,,,,,,,,,,anticipation|joy|surprise|trust,,anticipation,joy,surprise,trust,
clock,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
closeness,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
closure,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
clouded,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
cloudy,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
clown,1,1,0,1,1,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise|disgust,,anticipation,joy,surprise,disgust,
clue,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
clumsy,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
coerce,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
coercion,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
coexist,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
coffin,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
cogent,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
cohesion,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
cohesive,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
collaborator,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
collapse,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
collateral,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
collision,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
collusion,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
coma,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
comatose,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
combat,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
combatant,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
combative,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
comfort,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
coming,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
commemorate,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
commemoration,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
commemorative,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
commendable,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
commit,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
committal,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
committed,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
commotion,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
communion,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
companion,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
compassion,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
compensate,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
competent,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
complain,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,anger|sadness,,anger,sadness,,,
complaint,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
compliance,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
complicate,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
compliment,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
compulsion,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
comrade,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
conciliation,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
concord,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
